2025-04-21 22:39:50 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 6.2.5.Final
2025-04-21 22:39:52 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2025-04-21 22:39:52 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 0 ms
2025-04-21 22:39:53 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2025-04-21 22:39:53 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2025-04-21 22:39:53 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 1 ms
2025-04-21 22:39:53 [main] INFO  c.c.f.h.c.CategoryController - Category - cz.cvut.fit.household.datamodel.entity.category.CategoryCreationDTO@38f57609 created successfully in household with id - 1
2025-04-21 22:39:53 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2025-04-21 22:39:53 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2025-04-21 22:39:53 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 0 ms
2025-04-21 22:39:53 [main] INFO  c.c.f.h.c.CategoryController - Category with id - 1 has been updated in household with id -1
2025-04-21 22:39:53 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2025-04-21 22:39:53 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2025-04-21 22:39:53 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 0 ms
2025-04-21 22:39:53 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2025-04-21 22:39:53 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2025-04-21 22:39:53 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 0 ms
2025-04-21 22:39:53 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2025-04-21 22:39:53 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2025-04-21 22:39:53 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 0 ms
2025-04-21 22:39:53 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2025-04-21 22:39:53 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2025-04-21 22:39:53 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 0 ms
2025-04-21 22:39:53 [main] INFO  c.c.f.h.c.HouseholdControllerTest - Starting HouseholdControllerTest using Java 17.0.15 on DESKTOP-DU98LMI with PID 12488 (started by Administrator in E:\household)
2025-04-21 22:39:53 [main] INFO  c.c.f.h.c.HouseholdControllerTest - The following 1 profile is active: "local"
2025-04-21 22:39:53 [main] WARN  o.s.b.a.s.s.UserDetailsServiceAutoConfiguration - 

Using generated security password: a28a007a-143c-4631-bab9-50dda0bf7b5a

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2025-04-21 22:39:53 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@32730f12, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@385269dd, org.springframework.security.web.context.SecurityContextPersistenceFilter@5f519714, org.springframework.security.web.header.HeaderWriterFilter@38617f1c, org.springframework.security.web.csrf.CsrfFilter@54236211, org.springframework.security.web.authentication.logout.LogoutFilter@cf39749, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@3b05fba2, org.springframework.security.web.authentication.ui.DefaultLoginPageGeneratingFilter@23e883fb, org.springframework.security.web.authentication.ui.DefaultLogoutPageGeneratingFilter@2c1e4d9e, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@64f514d2, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@6a72d5fb, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@59d8de36, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@60019f4b, org.springframework.security.web.session.SessionManagementFilter@102d4cea, org.springframework.security.web.access.ExceptionTranslationFilter@516c8f5a, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@6719b4a]
2025-04-21 22:39:53 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2025-04-21 22:39:53 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2025-04-21 22:39:53 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 1 ms
2025-04-21 22:39:53 [main] INFO  c.c.f.h.c.HouseholdControllerTest - Started HouseholdControllerTest in 0.451 seconds (JVM running for 4.707)
2025-04-21 22:39:53 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2025-04-21 22:39:53 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2025-04-21 22:39:53 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 0 ms
2025-04-21 22:39:53 [main] ERROR c.c.f.h.c.HouseholdController - Validation errors found in input fields of household
2025-04-21 22:39:53 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2025-04-21 22:39:53 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2025-04-21 22:39:53 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 1 ms
2025-04-21 22:39:53 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2025-04-21 22:39:53 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2025-04-21 22:39:53 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 1 ms
2025-04-21 22:39:53 [main] INFO  c.c.f.h.c.HouseholdController - Household null has been created by user - user1 
2025-04-21 22:39:53 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2025-04-21 22:39:53 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2025-04-21 22:39:53 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 1 ms
2025-04-21 22:39:53 [main] INFO  c.c.f.h.c.ItemsControllerTest - Starting ItemsControllerTest using Java 17.0.15 on DESKTOP-DU98LMI with PID 12488 (started by Administrator in E:\household)
2025-04-21 22:39:53 [main] INFO  c.c.f.h.c.ItemsControllerTest - The following 1 profile is active: "local"
2025-04-21 22:39:54 [main] WARN  o.s.b.a.s.s.UserDetailsServiceAutoConfiguration - 

Using generated security password: 1ad5389c-4260-4fb5-960d-1ad96c87802b

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2025-04-21 22:39:54 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@2a806a8d, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@4ffff10c, org.springframework.security.web.context.SecurityContextPersistenceFilter@166a38a8, org.springframework.security.web.header.HeaderWriterFilter@2c792d36, org.springframework.security.web.csrf.CsrfFilter@18723aac, org.springframework.security.web.authentication.logout.LogoutFilter@8aedeb4, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@268f0cd1, org.springframework.security.web.authentication.ui.DefaultLoginPageGeneratingFilter@516ffa73, org.springframework.security.web.authentication.ui.DefaultLogoutPageGeneratingFilter@11c885a6, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@18fd1464, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@dd26ca6, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@6827f0b7, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@6166edcf, org.springframework.security.web.session.SessionManagementFilter@1f44c6b6, org.springframework.security.web.access.ExceptionTranslationFilter@4d0ad526, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@20f8bc45]
2025-04-21 22:39:54 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2025-04-21 22:39:54 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2025-04-21 22:39:54 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 0 ms
2025-04-21 22:39:54 [main] INFO  c.c.f.h.c.ItemsControllerTest - Started ItemsControllerTest in 0.458 seconds (JVM running for 5.274)
2025-04-21 22:39:54 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2025-04-21 22:39:54 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2025-04-21 22:39:54 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 0 ms
2025-04-21 22:39:54 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2025-04-21 22:39:54 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2025-04-21 22:39:54 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 0 ms
2025-04-21 22:39:54 [main] INFO  c.c.f.h.controller.ItemsController - Items - cz.cvut.fit.household.datamodel.entity.item.ItemCreationDTO@22b771d1 of 1 multiples  have been created in location with id -1 of household with id - 1
2025-04-21 22:39:54 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2025-04-21 22:39:54 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2025-04-21 22:39:54 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 0 ms
2025-04-21 22:39:54 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2025-04-21 22:39:54 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2025-04-21 22:39:54 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 0 ms
2025-04-21 22:39:54 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2025-04-21 22:39:54 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2025-04-21 22:39:54 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 0 ms
2025-04-21 22:39:54 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2025-04-21 22:39:54 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2025-04-21 22:39:54 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 0 ms
2025-04-21 22:39:54 [main] INFO  c.c.f.h.controller.ItemsController - Item with id - 1 has been deleted in location with id -1 of household with id - 1
2025-04-21 22:39:54 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2025-04-21 22:39:54 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2025-04-21 22:39:54 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 1 ms
2025-04-21 22:39:54 [main] INFO  c.c.f.h.controller.ItemsController - Item with id - 1 of category with id - 4 has been deleted in household with id - 1
2025-04-21 22:39:54 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2025-04-21 22:39:54 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2025-04-21 22:39:54 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 0 ms
2025-04-21 22:39:54 [main] INFO  c.c.f.h.c.LocationsControllerTest - Starting LocationsControllerTest using Java 17.0.15 on DESKTOP-DU98LMI with PID 12488 (started by Administrator in E:\household)
2025-04-21 22:39:54 [main] INFO  c.c.f.h.c.LocationsControllerTest - The following 1 profile is active: "local"
2025-04-21 22:39:54 [main] WARN  o.s.b.a.s.s.UserDetailsServiceAutoConfiguration - 

Using generated security password: 3dc8b146-b654-4da0-9d4c-2cf50019a566

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2025-04-21 22:39:54 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@5e0fbfb6, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@1eea09a4, org.springframework.security.web.context.SecurityContextPersistenceFilter@7677a485, org.springframework.security.web.header.HeaderWriterFilter@2572d409, org.springframework.security.web.csrf.CsrfFilter@7b6cb223, org.springframework.security.web.authentication.logout.LogoutFilter@5ba1c6b9, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@7d0c21, org.springframework.security.web.authentication.ui.DefaultLoginPageGeneratingFilter@7447b08c, org.springframework.security.web.authentication.ui.DefaultLogoutPageGeneratingFilter@769e025c, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@472c5608, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@88d92e5, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@3b6ccd61, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@53279691, org.springframework.security.web.session.SessionManagementFilter@6814fe0e, org.springframework.security.web.access.ExceptionTranslationFilter@5b64bc02, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@5e23d0db]
2025-04-21 22:39:54 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2025-04-21 22:39:54 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2025-04-21 22:39:54 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 0 ms
2025-04-21 22:39:54 [main] INFO  c.c.f.h.c.LocationsControllerTest - Started LocationsControllerTest in 0.374 seconds (JVM running for 5.782)
2025-04-21 22:39:54 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2025-04-21 22:39:54 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2025-04-21 22:39:54 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 0 ms
2025-04-21 22:39:54 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2025-04-21 22:39:54 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2025-04-21 22:39:54 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 0 ms
2025-04-21 22:39:54 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2025-04-21 22:39:54 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2025-04-21 22:39:54 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 0 ms
2025-04-21 22:39:54 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2025-04-21 22:39:54 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2025-04-21 22:39:54 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 0 ms
2025-04-21 22:39:54 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2025-04-21 22:39:54 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2025-04-21 22:39:54 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 0 ms
2025-04-21 22:39:54 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2025-04-21 22:39:54 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2025-04-21 22:39:54 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 2 ms
2025-04-21 22:39:54 [main] INFO  c.c.f.h.c.LocationsController - Location with id -1 in household with id - 1 has been updated as - null
2025-04-21 22:39:54 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2025-04-21 22:39:54 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2025-04-21 22:39:54 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 0 ms
2025-04-21 22:39:54 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2025-04-21 22:39:54 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2025-04-21 22:39:54 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 0 ms
2025-04-21 22:39:54 [main] INFO  c.c.f.h.c.LocationsController - Location  - LocationCreationDTO(title=location_1, description=description) has been created in household with id - 1 
2025-04-21 22:39:54 [main] INFO  c.c.f.h.c.LogsControllerTest - Starting LogsControllerTest using Java 17.0.15 on DESKTOP-DU98LMI with PID 12488 (started by Administrator in E:\household)
2025-04-21 22:39:54 [main] INFO  c.c.f.h.c.LogsControllerTest - The following 1 profile is active: "local"
2025-04-21 22:39:55 [main] WARN  o.s.b.a.s.s.UserDetailsServiceAutoConfiguration - 

Using generated security password: 848d3393-5588-45c9-8166-427c0c282ee5

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2025-04-21 22:39:55 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@52b2aa6e, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@4c85eb6b, org.springframework.security.web.context.SecurityContextPersistenceFilter@b1078f2, org.springframework.security.web.header.HeaderWriterFilter@20003af7, org.springframework.security.web.csrf.CsrfFilter@595bcc11, org.springframework.security.web.authentication.logout.LogoutFilter@10370297, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@e6f7638, org.springframework.security.web.authentication.ui.DefaultLoginPageGeneratingFilter@3bfd73e7, org.springframework.security.web.authentication.ui.DefaultLogoutPageGeneratingFilter@39ae8a75, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@38e26e29, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@767ab988, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@578ce232, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@1296284f, org.springframework.security.web.session.SessionManagementFilter@c2c1622, org.springframework.security.web.access.ExceptionTranslationFilter@106dbf5f, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@797cfaa1]
2025-04-21 22:39:55 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2025-04-21 22:39:55 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2025-04-21 22:39:55 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 1 ms
2025-04-21 22:39:55 [main] INFO  c.c.f.h.c.LogsControllerTest - Started LogsControllerTest in 0.358 seconds (JVM running for 6.263)
2025-04-21 22:39:55 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2025-04-21 22:39:55 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2025-04-21 22:39:55 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 0 ms
2025-04-21 22:39:55 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2025-04-21 22:39:55 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2025-04-21 22:39:55 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 1 ms
2025-04-21 22:39:55 [main] INFO  c.c.f.h.c.MaintenanceControllerTest - Starting MaintenanceControllerTest using Java 17.0.15 on DESKTOP-DU98LMI with PID 12488 (started by Administrator in E:\household)
2025-04-21 22:39:55 [main] INFO  c.c.f.h.c.MaintenanceControllerTest - The following 1 profile is active: "local"
2025-04-21 22:39:55 [main] WARN  o.s.b.a.s.s.UserDetailsServiceAutoConfiguration - 

Using generated security password: a1a22209-1630-4c56-a6e6-5cbe3651e5a1

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2025-04-21 22:39:55 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@730632bb, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@1a2b0708, org.springframework.security.web.context.SecurityContextPersistenceFilter@14017887, org.springframework.security.web.header.HeaderWriterFilter@7f150691, org.springframework.security.web.csrf.CsrfFilter@46807718, org.springframework.security.web.authentication.logout.LogoutFilter@32f4d719, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@16dbc731, org.springframework.security.web.authentication.ui.DefaultLoginPageGeneratingFilter@238d6aa2, org.springframework.security.web.authentication.ui.DefaultLogoutPageGeneratingFilter@5281a933, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@4ca8d446, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@42d99e91, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@15af39d5, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@58814dc1, org.springframework.security.web.session.SessionManagementFilter@517cfd07, org.springframework.security.web.access.ExceptionTranslationFilter@1ad98afc, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@1bd0f3c]
2025-04-21 22:39:55 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2025-04-21 22:39:55 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2025-04-21 22:39:55 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 0 ms
2025-04-21 22:39:55 [main] INFO  c.c.f.h.c.MaintenanceControllerTest - Started MaintenanceControllerTest in 0.302 seconds (JVM running for 6.588)
2025-04-21 22:39:55 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2025-04-21 22:39:55 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2025-04-21 22:39:55 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 0 ms
2025-04-21 22:39:55 [main] INFO  c.c.f.h.c.MaintenanceController - Maintenance - MaintenanceCreationDTO(title=Weekly maintenance, description=Weekly description, assignee=Membership(id=1, creationDate=2025-04-21, status=ACTIVE, membershipRole=OWNER, user=User(username=User1, firstName=User1Name, lastName=User1Surname, email=user1@mail.com), household=Household(id=1, title=user1 household, description=)), creator=Membership(id=1, creationDate=2025-04-21, status=ACTIVE, membershipRole=OWNER, user=User(username=User1, firstName=User1Name, lastName=User1Surname, email=user1@mail.com), household=Household(id=1, title=user1 household, description=)), recurringType=WEEKLY, endDate=Sun May 11 00:00:00 PDT 2025, interval=1, time=10:00, dayOfMonth=0, daysOfWeekPattern=1111111, month=0, startDate=Mon Apr 28 00:00:00 PDT 2025, tasks=[], dailyTimes=[], daysOfMonth=[], yearlyDates=[]) has been created in household with id - 1
2025-04-21 22:39:55 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2025-04-21 22:39:55 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2025-04-21 22:39:55 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 1 ms
2025-04-21 22:39:55 [main] INFO  c.c.f.h.c.MaintenanceController - Maintenance - MaintenanceCreationDTO(title=Yearly maintenance, description=Monthly description, assignee=Membership(id=1, creationDate=2025-04-21, status=ACTIVE, membershipRole=OWNER, user=User(username=User1, firstName=User1Name, lastName=User1Surname, email=user1@mail.com), household=Household(id=1, title=user1 household, description=)), creator=Membership(id=1, creationDate=2025-04-21, status=ACTIVE, membershipRole=OWNER, user=User(username=User1, firstName=User1Name, lastName=User1Surname, email=user1@mail.com), household=Household(id=1, title=user1 household, description=)), recurringType=YEARLY, endDate=Wed Apr 21 00:00:00 PDT 2027, interval=1, time=10:00, dayOfMonth=2, daysOfWeekPattern=0000000, month=2, startDate=Mon Apr 28 00:00:00 PDT 2025, tasks=[], dailyTimes=[], daysOfMonth=[], yearlyDates=[]) has been created in household with id - 1
2025-04-21 22:39:55 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2025-04-21 22:39:55 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2025-04-21 22:39:55 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 0 ms
2025-04-21 22:39:55 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
